block_cobalt	block
block_coke	block
block_coltan	block
block_combine_steel	block
block_copper	block
block_corium	block
block_corium_cobble	block
block_desh	block
block_dineutronium	block
block_dura_steel	block
block_electrical_scrap	block
block_euphemium	block
block_euphemium_cluster	block
block_fallout	block
block_fiberglass	block
block_fluorite	block
block_foam	block
block_graphite	block
block_insulator	block
block_lanthanium	block
block_lead	block
block_lithium	block
block_magnetized_tungsten	block
block_meteor	block
block_meteor_broken	block
block_meteor_cobble	block
block_meteor_molten	block
block_meteor_treasure	block
block_mox_fuel	block
block_neptunium	block
block_niobium	block
block_niter	block
block_plutonium	block
block_plutonium_fuel	block
block_polonium	block
block_polymer	block
block_pu_mix	block
block_pu238	block
block_pu239	block
block_pu240	block
block_ra226	block
block_red_copper	block
block_red_phosphorus	block
block_rubber	block
block_schrabidate	block
block_schrabidium	block
block_schrabidium_cluster	block
block_schrabidium_fuel	block
block_schraranium	block
block_scrap	block
block_semtex	block
block_slag	block
block_smore	block
block_solinium	block
block_starmetal	block
block_steel	block
block_sulfur	block
block_tantalium	block
block_tcalloy	block
block_thorium	block
block_thorium_fuel	block
block_titanium	block
block_trinitite	block
block_tritium	block
block_tungsten	block
block_u233	block
block_u235	block
block_u238	block
block_uranium	block
block_uranium_fuel	block
block_waste	block
block_waste_painted	block
block_waste_vitrified	block
block_white_phosphorus	block
block_yellowcake	block
block_zirconium	block
blueprint_folder	template
blueprints	template
boat	block
bobblehead	block
bobmazon	consumable
bolt	parts
bolt_spike	parts
bomb_caller	consumable
bomb_multi	nuke
bomb_waffle	consumable
book_guide	nuke
bottle_mercury	parts
bottle_opener	consumable
boxcar	block
boy_bullet	nuke
boy_igniter	nuke
boy_kit	nuke
boy_propellant	nuke
boy_shielding	nuke
boy_target	nuke
brick_asbestos	block
brick_asbestos_stairs	block
brick_compound	block
brick_compound_stairs	block
brick_concrete	block
brick_concrete_broken	block
brick_concrete_broken_stairs	block
brick_concrete_cracked	block
brick_concrete_cracked_stairs	block
brick_concrete_marked	block
brick_concrete_mossy	block
brick_concrete_mossy_stairs	block
brick_concrete_stairs	block
brick_double_slab	block
brick_ducrete	block
brick_ducrete_stairs	block
brick_fire	block
brick_fire_stairs	block
brick_jungle	block
brick_jungle_circle	block
brick_jungle_cracked	block
brick_jungle_fragile	block
brick_jungle_glyph	block
brick_jungle_lava	block
brick_jungle_mystic	block
brick_jungle_ooze	block
brick_jungle_trap	block
brick_light	block
brick_light_stairs	block
brick_obsidian	block
brick_obsidian_stairs	block
brick_slab	block
briquette	parts
broadcaster_pc	machine
bucket_acid	block
bucket_mud	block
bucket_schrabidic_acid	block
bucket_sulfuric_acid	block
bucket_toxic	block
burning_earth	block
c4	nuke
cable_detector	machine
cable_diode	machine
cable_switch	machine
can_empty	consumable
can_key	consumable
canister_empty	control
canister_full	control
canister_napalm	control
canned_conserve	consumable
canteen_vodka	consumable
cap_fritz	consumable
cap_korl	consumable
cap_nuka	consumable
cap_quantum	consumable
cap_rad	consumable
cap_sparkle	consumable
capacitor_copper	machine
cargo_door	machine
cargo_elevator	machine
casing	parts
casing_bag	consumable
catalyst_clay	parts
catalytic_converter	control
cell_anti_schrabidium	control
cell_antimatter	control
cell_balefire	control
cell_deuterium	control
cell_empty	control
cell_puf6	control
cell_sas3	control
cell_tritium	control
cell_uf6	control
centrifuge_element	parts
charge_c4	nuke
charge_dynamite	nuke
charge_miner	nuke
charge_semtex	nuke
charger	block
cheese	consumable
cheese_quesadilla	consumable
chemical_dye	parts
chimney_brick	machine
chimney_industrial	machine
chlorine_gas	machine
chlorine_pinwheel	parts
chocolate	consumable
chopper	consumable
chunk_ore	parts
cigarette	consumable
cinnebar	parts
circuit	parts
cluster_aluminium	block
cluster_copper	block
cluster_depth_iron	block
cluster_depth_titanium	block
cluster_depth_tungsten	block
cluster_iron	block
cluster_titanium	block
cm_block	machine
cm_circuit	machine
cm_engine	machine
cm_flux	machine
cm_heat	machine
cm_port	machine
cm_sheet	machine
cm_tank	machine
cmb_brick	block
cmb_brick_reinforced	block
coal_infernal	parts
coil_copper	parts
coil_copper_torus	parts
coil_gold	parts
coil_gold_torus	parts
coil_magnetized_tungsten	parts
coil_tungsten	parts
coin_creeper	consumable
coin_maskman	consumable
coin_radiation	consumable
coin_token	consumable
coin_ufo	consumable
coin_worm	consumable
coke	parts
coltan_tool	consumable
combine_scrap	parts
compact_launcher	missile
concrete	block
concrete_asbestos	block
concrete_asbestos_stairs	block
concrete_brick_double_slab	block
concrete_brick_slab	block
concrete_colored	block
concrete_colored_ext	block
concrete_double_slab	block
concrete_pillar	block
concrete_rebar	block
concrete_slab	block
concrete_smooth	block
concrete_smooth_stairs	block
concrete_stairs	block
concrete_super	block
concrete_super_broken	block
containment_box	consumable
conveyor_wand	machine
cordite	parts
cotton_candy	consumable
coupling_tool	consumable
crackpipe	consumable
crane_boxer	machine
crane_extractor	machine
crane_grabber	machine
crane_inserter	machine
crane_partitioner	machine
crane_router	machine
crane_splitter	machine
crane_unboxer	machine
crashed_bomb	nuke
crate	consumable
crate_ammo	consumable
crate_can	consumable
crate_desh	machine
crate_iron	machine
crate_jungle	consumable
crate_lead	consumable
crate_metal	consumable
crate_steel	machine
crate_supply	missile
crate_tungsten	machine
crate_weapon	consumable
crayon	parts
crt_display	parts
crucible	weapon
crystal_aluminium	parts
crystal_beryllium	parts
crystal_charred	parts
crystal_cinnebar	parts
crystal_coal	parts
crystal_cobalt	parts
crystal_copper	parts
crystal_diamond	parts
crystal_fluorite	parts
crystal_gold	parts
crystal_horn	parts
crystal_iron	parts
crystal_lapis	parts
crystal_lead	parts
crystal_lithium	parts
crystal_niter	parts
crystal_osmiridium	parts
crystal_phosphorus	parts
crystal_plutonium	parts
crystal_rare	parts
crystal_redstone	parts
crystal_schrabidium	parts
crystal_schraranium	parts
crystal_starmetal	parts
crystal_sulfur	parts
crystal_thorium	parts
crystal_titanium	parts
crystal_trixite	parts
crystal_tungsten	parts
crystal_uranium	parts
crystal_xen	control
cube_power	control
custom_amat	nuke
custom_dirty	nuke
custom_fall	nuke
custom_hydro	nuke
custom_kit	nuke
custom_machine	machine
custom_machine_anchor	machine
custom_nuke	nuke
custom_schrab	nuke
custom_tnt	nuke
debris_concrete	control
debris_element	control
debris_exchanger	control
debris_fuel	control
debris_graphite	control
debris_metal	control
debris_shrapnel	control
deco_aluminium	block
deco_asbestos	block
deco_beryllium	block
deco_computer	block
deco_crt	block
deco_emitter	block
deco_lead	block
deco_pipe	block
deco_pipe_framed	block
deco_pipe_framed_green	block
deco_pipe_framed_green_rusted	block
deco_pipe_framed_marked	block
deco_pipe_framed_red	block
deco_pipe_framed_rusted	block
deco_pipe_green	block
deco_pipe_green_rusted	block
deco_pipe_marked	block
deco_pipe_quad	block
deco_pipe_quad_green	block
deco_pipe_quad_green_rusted	block
deco_pipe_quad_marked	block
deco_pipe_quad_red	block
deco_pipe_quad_rusted	block
deco_pipe_red	block
deco_pipe_rim	block
deco_pipe_rim_green	block
deco_pipe_rim_green_rusted	block
deco_pipe_rim_marked	block
deco_pipe_rim_red	block
deco_pipe_rim_rusted	block
deco_pipe_rusted	block
deco_rbmk	block
deco_rbmk_smooth	block
deco_red_copper	block
deco_rusty_steel	block
deco_steel	block
deco_titanium	block
deco_toaster	block
deco_tungsten	block
decon	machine
definitelyfood	consumable
defuser	nuke
demon_core_closed	nuke
demon_core_open	nuke
depth_brick	block
depth_dnt	block
depth_nether_brick	block
depth_nether_tiles	block
depth_tiles	block
designator	missile
designator_arty_range	missile
designator_manual	missile
designator_range	missile
det_charge	nuke
det_cord	nuke
det_miner	nuke
det_nuke	nuke
detonator	nuke
detonator_de	nuke
detonator_deadman	nuke
detonator_laser	nuke
detonator_multi	nuke
deuterium_filter	parts
dfc_core	machine
dfc_emitter	machine
dfc_injector	machine
dfc_receiver	machine
dfc_stabilizer	machine
digamma_diagnostic	consumable
dirt_dead	block
dirt_oily	block
disperser_canister	weapon
disperser_canister_empty	weapon
door_bunker	block
door_metal	block
door_office	block
dosimeter	consumable
drill_titanium	parts
drillbit	control
drone_crate	machine
drone_crate_provider	machine
drone_crate_requester	machine
drone_dock	machine
drone_linker	consumable
drone_waypoint	machine
drone_waypoint_request	machine
ducrete	block
ducrete_smooth	block
ducrete_smooth_stairs	block
ducrete_stairs	block
ducttape	parts
dungeon_chain	block
dust	parts
dust_tiny	parts
dynamite	nuke
dysfunctional_reactor	parts
early_explosive_lenses	nuke
egg_balefire	nuke
egg_balefire_shard	nuke
egg_glyphid	consumable
emp_bomb	nuke
energy_core	control
entanglement_kit	parts
explosive_lenses	nuke
fallout	block
fan	machine
fence_metal	machine
filing_cabinet	block
filter_coal	parts
fins_big_steel	parts
fins_flat	parts
fins_quad_titanium	parts
fins_small_steel	parts
fins_tri_steel	parts
fire_door	machine
fireworks	nuke
fissure_bomb	nuke
five_htp	consumable
flame_conspiracy	parts
flame_opinion	parts
flame_politics	parts
flame_pony	parts
flame_war	nuke
flask_infusion	consumable
fleija_core	nuke
fleija_igniter	nuke
fleija_kit	nuke
fleija_propellant	nuke
float_bomb	nuke
floodlight	block
fluid_barrel_empty	control
fluid_barrel_full	control
fluid_barrel_infinite	control
fluid_counter_valve	machine
fluid_duct	template
fluid_duct_box	machine
fluid_duct_exhaust	machine
fluid_duct_gauge	machine
fluid_duct_neo	machine
fluid_duct_paintable	machine
fluid_duct_paintable_block_exhaust	machine
fluid_identifier_multi	template
fluid_pack_empty	control
fluid_pack_full	control
fluid_pump	machine
fluid_switch	machine
fluid_tank_empty	control
fluid_tank_full	control
fluid_tank_lead_empty	control
fluid_tank_lead_full	control
fluid_valve	machine
fluorite	parts
flywheel_beryllium	parts
fmn	consumable
foam_layer	block
fooditem	consumable
foundry_basin	machine
foundry_channel	machine
foundry_mold	machine
foundry_outlet	machine
foundry_slagtap	machine
foundry_tank	machine
fraction_spacer	machine
fragment_actinium	parts
fragment_boron	parts
fragment_cerium	parts
fragment_cobalt	parts
fragment_coltan	parts
fragment_lanthanium	parts
fragment_meteorite	parts
fragment_neodymium	parts
fragment_niobium	parts
frozen_dirt	block
frozen_grass	block
frozen_log	block
frozen_planks	block
fuel_additive	control
fuel_tank_large	parts
fuel_tank_medium	parts
fuel_tank_small	parts
furnace_combination	machine
furnace_iron	machine
furnace_steel	machine
fuse	control
fusion_boiler	machine
fusion_breeder	machine
fusion_collector	machine
fusion_component	machine
fusion_core	control
fusion_coupler	machine
fusion_klystron	machine
fusion_klystron_creative	machine
fusion_mhdt	machine
fusion_plasma_forge	machine
fusion_shield_chlorophyte	control
fusion_shield_desh	control
fusion_shield_tungsten	control
fusion_shield_vaporwave	control
fusion_torus	machine
gadget_core	nuke
gadget_kit	nuke
gadget_wireing	nuke
gas_asbestos	machine
gas_coal	machine
gas_empty	control
gas_explosive	machine
gas_flammable	machine
gas_full	control
gas_meltdown	machine
gas_monoxide	machine
gas_radon	machine
gas_radon_dense	machine
gas_radon_tomb	machine
gear_large	parts
geiger	machine
geiger_counter	consumable
gem_alexandrite	parts
gem_rad	parts
gem_sodalite	parts
gem_tantalium	parts
gem_volcanic	parts
glass_ash	machine
glass_boron	machine
glass_lead	machine
glass_polarized	machine
glass_polonium	machine
glass_quartz	block
glass_trinitite	machine
glass_uranium	machine
glitch	consumable
glowing_stew	consumable
glyphid_gland	weapon
glyphid_gland_empty	weapon
glyphid_meat	consumable
glyphid_meat_grilled	consumable
gneiss_brick	block
gneiss_chiseled	block
gneiss_tile	block
gravel_diamond	block
gravel_obsidian	block
grenade_extra	weapon
grenade_filling	weapon
grenade_fuze	weapon
grenade_shell	weapon
grenade_universal	weapon
gun_b92	weapon
gun_b92_ammo	weapon
gun_kit_1	consumable
gun_kit_2	consumable
hadron_coil_alloy	machine
hadron_coil_chlorophyte	machine
hadron_coil_gold	machine
hadron_coil_magtung	machine
hadron_coil_mese	machine
hadron_coil_neodymium	machine
hadron_coil_schrabidate	machine
hadron_coil_schrabidium	machine
hadron_coil_starmetal	machine
hazmat_cloth	parts
hazmat_cloth_grey	parts
hazmat_cloth_red	parts
hazmat_grey_kit	consumable
hazmat_kit	consumable
hazmat_red_kit	consumable
heater_electric	machine
heater_firebox	machine
heater_heatex	machine
heater_oilburner	machine
heater_oven	machine
hev_battery	machine
icf	machine
icf_component	machine
icf_controller	machine
icf_laser_component	machine
icf_pellet	control
icf_pellet_depleted	control
icf_pellet_empty	control
igniter	nuke
impact_dirt	block
inf_water	control
inf_water_mk2	control
ingot_actinium	parts
ingot_aluminium	parts
ingot_am_mix	parts
ingot_am241	parts
ingot_am242	parts
ingot_americium_fuel	parts
ingot_arsenic	parts
ingot_arsenic_bronze	parts
ingot_asbestos	parts
ingot_au198	parts
ingot_australium	parts
ingot_bakelite	parts
ingot_beryllium	parts
ingot_biorubber	parts
ingot_bismuth	parts
ingot_bismuth_bronze	parts
ingot_boron	parts
ingot_bscco	parts
ingot_c4	parts
ingot_cadmium	parts
ingot_calcium	parts
ingot_cdalloy	parts
ingot_cft	parts
ingot_chainsteel	parts
ingot_co60	parts
ingot_cobalt	parts
ingot_combine_steel	parts
ingot_copper	parts
ingot_desh	parts
ingot_dineutronium	parts
ingot_dura_steel	parts
ingot_electronium	parts
ingot_euphemium	parts
ingot_ferrouranium	parts
ingot_fiberglass	parts
ingot_firebrick	parts
ingot_gh336	parts
ingot_graphite	parts
ingot_gunmetal	parts
ingot_hes	parts
ingot_lanthanium	parts
ingot_lead	parts
ingot_les	parts
ingot_magnetized_tungsten	parts
ingot_meteorite	parts
ingot_meteorite_forged	parts
ingot_mox_fuel	parts
ingot_mud	parts
ingot_neptunium	parts
ingot_neptunium_fuel	parts
ingot_niobium	parts
ingot_osmiridium	parts
ingot_pb209	parts
ingot_pc	parts
ingot_phosphorus	parts
ingot_plutonium	parts
ingot_plutonium_fuel	parts
ingot_polonium	parts
ingot_polymer	parts
ingot_pu_mix	parts
ingot_pu238	parts
ingot_pu239	parts
ingot_pu240	parts
ingot_pu241	parts
ingot_pvc	parts
ingot_ra226	parts
ingot_raw	parts
ingot_red_copper	parts
ingot_rubber	parts
ingot_saturnite	parts
ingot_schrabidate	parts
ingot_schrabidium	parts
ingot_schrabidium_fuel	parts
ingot_schraranium	parts
ingot_semtex	parts
ingot_silicon	parts
ingot_smore	parts
ingot_solinium	parts
ingot_sr90	parts
ingot_starmetal	parts
ingot_steel	parts
ingot_steel_dusted	parts
ingot_tantalium	parts
ingot_tcalloy	parts
ingot_technetium	parts
ingot_th232	parts
ingot_thorium_fuel	parts
ingot_titanium	parts
ingot_tungsten	parts
ingot_tungsten_carbide	parts
ingot_u233	parts
ingot_u235	parts
ingot_u238	parts
ingot_uranium	parts
ingot_uranium_fuel	parts
ingot_weaponsteel	parts
ingot_zirconium	parts
item_expensive	parts
jetpack_tank	consumable
key	consumable
key_fake	consumable
key_kit	consumable
ladder_copper	block
ladder_gold	block
ladder_steel	block
ladder_sturdy	block
ladder_titanium	block
lamp_demon	block
lamp_tritium_blue_off	block
lamp_tritium_green_off	block
lantern	block
large_vehicle_door	machine
laser_crystal_bismuth	control
laser_crystal_cmb	control
laser_crystal_co2	control
laser_crystal_digamma	control
laser_crystal_dnt	control
launch_code	parts
launch_code_piece	parts
launch_key	parts
launch_pad	missile
launch_pad_large	missile
launch_pad_rusted	missile
launch_table	missile
leaves_layer	block
lemon	consumable
lightstone	block
lightstone_bricks_stairs	block
lightstone_tile_stairs	block
lignite	parts
linker	consumable
lithium	parts
loop_stew	consumable
loops	consumable
loot_10	missile
loot_15	missile
loot_misc	missile
lox_barrel	nuke
machine_ammo_press	machine
machine_annihilator	machine
machine_arc_furnace	machine
machine_arc_welder	machine
machine_armor_table	consumable
machine_ashpit	machine
machine_assembly_factory	machine
machine_assembly_machine	machine
machine_autocrafter	machine
machine_autosaw	machine
machine_bat9000	machine
machine_battery_redd	machine
machine_battery_socket	machine
machine_bigasstank	machine
machine_blast_furnace	machine
machine_boiler	machine
machine_catalytic_cracker	machine
machine_catalytic_reformer	machine
machine_centrifuge	machine
machine_chemical_factory	machine
machine_chemical_plant	machine
machine_chungus	machine
machine_coker	machine
machine_combustion_engine	machine
machine_compressor	machine
machine_compressor_compact	machine
machine_condenser	machine
machine_condenser_powered	machine
machine_converter_he_rf	machine
machine_converter_rf_he	machine
machine_conveyor_press	machine
machine_crucible	machine
machine_crystallizer	machine
machine_cyclotron	machine
machine_detector	machine
machine_deuterium_extractor	machine
machine_deuterium_tower	machine
machine_diesel	machine
machine_difurnace_extension	machine
machine_difurnace_off	machine
machine_difurnace_rtg_off	machine
machine_drain	machine
machine_electric_furnace_off	machine
machine_electrolyser	machine
machine_epress	machine
machine_excavator	machine
machine_exposure_chamber	machine
machine_fel	machine
machine_flare	machine
machine_fluidtank	machine
machine_forcefield	missile
machine_fracking_tower	machine
machine_fraction_tower	machine
machine_funnel	machine
machine_furnace_brick_off	machine
machine_gascent	machine
machine_hephaestus	machine
machine_hydrotreater	machine
machine_icf_press	machine
machine_industrial_boiler	machine
machine_industrial_generator	machine
machine_industrial_turbine	machine
machine_intake	machine
machine_keyforge	consumable
machine_large_turbine	machine
machine_liquefactor	machine
machine_lpw2	machine
machine_microwave	machine
machine_mining_laser	machine
machine_missile_assembly	missile
machine_mixer	machine
machine_orbus	machine
machine_ore_slopper	machine
machine_precass	machine
machine_press	machine
machine_pumpjack	machine
machine_purex	machine
machine_pyrooven	machine
machine_radar	missile
machine_radar_large	missile
machine_radgen	machine
machine_radiolysis	machine
machine_reactor	machine
machine_reactor_small	machine
machine_refinery	machine
machine_rotary_furnace	machine
machine_rtg_grey	machine
machine_satlinker	missile
machine_sawmill	machine
machine_shredder	machine
machine_silex	machine
machine_siren	machine
machine_solar_boiler	machine
machine_soldering_station	machine
machine_solidifier	machine
machine_steam_engine	machine
machine_stirling	machine
machine_stirling_creative	machine
machine_stirling_steel	machine
machine_storage_drum	machine
machine_strand_caster	machine
machine_teleporter	machine
machine_thresher	machine
machine_tower_large	machine
machine_tower_small	machine
machine_transformer	machine
machine_turbine	machine
machine_turbinegas	machine
machine_turbofan	machine
machine_vacuum_distill	machine
machine_waste_drum	machine
machine_weapon_table	consumable
machine_well	machine
machine_wood_burner	machine
machine_zirnox	machine
magnetron	parts
man_core	nuke
man_igniter	nuke
man_kit	nuke
marshmallow	consumable
mass_storage	machine
med_bag	consumable
med_ipecac	consumable
med_ptsd	consumable
med_schizophrenia	consumable
meltdown_tool	control
meteor_battery	block
meteor_brick	block
meteor_brick_chiseled	block
meteor_brick_cracked	block
meteor_brick_mossy	block
meteor_pillar	block
meteor_polished	block
meteor_remote	consumable
meteor_spawner	block
mike_cooling_unit	nuke
mike_core	nuke
mike_deut	nuke
mike_kit	nuke
mine_ap	nuke
mine_fat	nuke
mine_he	nuke
mine_naval	nuke
mine_shrap	nuke
mirror_tool	consumable
missile_anti_ballistic	missile
missile_assembly	parts
missile_bhole	missile
missile_burst	missile
missile_buster	missile
missile_buster_strong	missile
missile_cluster	missile
missile_cluster_strong	missile
missile_decoy	missile
missile_doomsday	missile
missile_doomsday_rusted	missile
missile_drill	missile
missile_emp	missile
missile_emp_strong	missile
missile_generic	missile
missile_incendiary	missile
missile_incendiary_strong	missile
missile_inferno	missile
missile_kit	missile
missile_micro	missile
missile_nuclear	missile
missile_nuclear_cluster	missile
missile_rain	missile
missile_schrabidium	missile
missile_shuttle	missile
missile_soyuz	missile
missile_soyuz_lander	missile
missile_stealth	missile
missile_strong	missile
missile_taint	missile
missile_volcano	missile
mold	control
mold_base	control
moon_turf	block
motor	parts
motor_bismuth	parts
motor_desh	parts
mp_c_1	missile
mp_c_2	missile
mp_c_3	missile
mp_c_4	missile
mp_c_5	missile
mp_fuselage_15_20_kerosene	missile
mp_fuselage_15_20_solid	missile
mp_fuselage_15_balefire	missile
mp_fuselage_15_hydrogen	missile
mp_fuselage_15_solid	missile
mp_warhead_10_buster	missile
mp_warhead_10_cloud	missile
mp_warhead_10_he	missile
mp_warhead_10_incendiary	missile
mp_warhead_10_nuclear	missile
mp_warhead_10_nuclear_large	missile
mp_warhead_10_taint	missile
mp_warhead_15_balefire	missile
mp_warhead_15_boxcar	missile
mp_warhead_15_he	missile
mp_warhead_15_incendiary	missile
mp_warhead_15_n2	missile
mp_warhead_15_nuclear	missile
mp_warhead_15_turbine	missile
mucho_mango	consumable
multi_kit	nuke
mush	block
n2_charge	nuke
neutron_reflector	parts
niter	parts
nitra	parts
nitra_small	parts
nuclear_waste	parts
nuclear_waste_long	parts
nuclear_waste_long_depleted	parts
nuclear_waste_long_depleted_tiny	parts
nuclear_waste_long_tiny	parts
nuclear_waste_short	parts
nuclear_waste_short_depleted	parts
nuclear_waste_short_depleted_tiny	parts
nuclear_waste_short_tiny	parts
nuclear_waste_tiny	parts
nuclear_waste_vitrified	parts
nuclear_waste_vitrified_tiny	parts
nugget	consumable
nugget_actinium	parts
nugget_am_mix	parts
nugget_am241	parts
nugget_am242	parts
nugget_americium_fuel	parts
nugget_arsenic	parts
nugget_au198	parts
nugget_australium	parts
nugget_australium_greater	parts
nugget_australium_lesser	parts
nugget_beryllium	parts
nugget_bismuth	parts
nugget_co60	parts
nugget_cobalt	parts
nugget_desh	parts
nugget_dineutronium	parts
nugget_euphemium	parts
nugget_gh336	parts
nugget_hes	parts
nugget_lead	parts
nugget_les	parts
nugget_mercury	parts
nugget_mercury_tiny	parts
nugget_mox_fuel	parts
nugget_neptunium	parts
nugget_neptunium_fuel	parts
nugget_niobium	parts
nugget_osmiridium	parts
nugget_pb209	parts
nugget_plutonium	parts
nugget_plutonium_fuel	parts
nugget_polonium	parts
nugget_pu_mix	parts
nugget_pu238	parts
nugget_pu239	parts
nugget_pu240	parts
nugget_pu241	parts
nugget_ra226	parts
nugget_schrabidium	parts
nugget_schrabidium_fuel	parts
nugget_silicon	parts
nugget_solinium	parts
nugget_sr90	parts
nugget_tantalium	parts
nugget_technetium	parts
nugget_th232	parts
nugget_thorium_fuel	parts
nugget_u233	parts
nugget_u235	parts
nugget_u238	parts
nugget_uranium	parts
nugget_uranium_fuel	parts
nugget_zirconium	parts
nuke_advanced_kit	consumable
nuke_boy	nuke
nuke_commercially_kit	consumable
nuke_custom	nuke
nuke_electric_kit	consumable
nuke_fleija	nuke
nuke_fstbmb	nuke
nuke_gadget	nuke
nuke_man	nuke
nuke_mike	nuke
nuke_n2	nuke
nuke_prototype	nuke
nuke_solinium	nuke
nuke_starter_kit	consumable
nuke_tsar	nuke
oc_cable_paintable	machine
oil_detector	consumable
oil_spill	block
oil_tar	parts
ore_alexandrite	block
ore_aluminium	block
ore_asbestos	block
ore_australium	block
ore_basalt	block
ore_bedrock_oil	block
ore_beryllium	block
ore_cinnebar	block
ore_cobalt	block
ore_coltan	block
ore_copper	block
ore_density_scanner	consumable
ore_depth_borax	block
ore_depth_cinnebar	block
ore_depth_nether_neodymium	block
ore_depth_zirconium	block
ore_fluorite	block
ore_gneiss_asbestos	block
ore_gneiss_copper	block
ore_gneiss_gas	block
ore_gneiss_gold	block
ore_gneiss_iron	block
ore_gneiss_lithium	block
ore_gneiss_rare	block
ore_gneiss_schrabidium	block
ore_gneiss_uranium	block
ore_gneiss_uranium_scorched	block
ore_lead	block
ore_lignite	block
ore_meteor	block
ore_nether_coal	block
ore_nether_cobalt	block
ore_nether_fire	block
ore_nether_plutonium	block
ore_nether_schrabidium	block
ore_nether_smoldering	block
ore_nether_sulfur	block
ore_nether_tungsten	block
ore_nether_uranium	block
ore_nether_uranium_scorched	block
ore_niter	block
ore_oil	block
ore_oil_empty	block
ore_oil_sand	block
ore_rare	block
ore_schrabidium	block
ore_sellafield_diamond	block
ore_sellafield_emerald	block
ore_sellafield_radgem	block
ore_sellafield_schrabidium	block
ore_sellafield_uranium_scorched	block
ore_sulfur	block
ore_tektite_osmiridium	block
ore_thorium	block
ore_tikite	block
ore_titanium	block
ore_tungsten	block
ore_uranium	block
ore_uranium_scorched	block
ore_volcano	block
pa_coil	control
padlock	consumable
padlock_reinforced	consumable
padlock_rusty	consumable
pancake	consumable
part_barrel_heavy	parts
part_barrel_light	parts
part_beryllium	control
part_carbon	control
part_copper	control
part_emitter	block
part_generic	parts
part_grip	parts
